total_words,words_per_second,approve_location,rep_count,rep_locations,opponent_count,opponent_locations,party_count,party_locations,out_party_count,out_party_locations,trump_count,trump_locations,clip_id,rep,opponent,party,out_party
93,3.1,27.74,2,"[20.65, 27.42]",0,[],0,[],0,[],0,[],00541,angiecraig,Tyler Kistner,Democrat,Republican
62,2.07,24.52,1,[24.03],1,[9.68],0,[],0,[],0,[],00543,angiecraig,Tyler Kistner,Democrat,Republican
92,3.07,28.04,2,"[2.61, 27.17]",0,[],0,[],0,[],0,[],00546,jenniferruthgreen,Frank Mrvan,Republican,Democrat
74,2.47,28.78,2,"[0.0, 28.38]",0,[],0,[],0,[],0,[],00547,jenniferruthgreen,Frank Mrvan,Republican,Democrat
79,2.63,28.86,2,"[3.42, 28.48]",0,[],0,[],0,[],1,[24.05],00548,jenniferruthgreen,Frank Mrvan,Republican,Democrat
60,2.0,25.5,1,[24.5],2,"[4.5, 28.5]",0,[],1,[5.5],0,[],00549,yadiracaraveo,Barbara Kirkmeyer,Democrat,Republican
75,2.5,25.2,2,"[14.4, 24.0]",1,[12.0],0,[],1,[8.4],0,[],00551,barbarakirkmeyer,Yadira Caraveo,Republican,Democrat
73,2.43,19.18,2,"[15.62, 21.78]",1,[13.7],0,[],1,[2.88],0,[],00552,barbarakirkmeyer,Yadira Caraveo,Republican,Democrat
72,2.4,26.67,0,[],0,[],1,[3.33],1,[17.5],0,[],00553,barbarakirkmeyer,Yadira Caraveo,Republican,Democrat
67,2.23,24.78,1,[23.88],0,[],0,[],0,[],0,[],00555,sharicedavids,Amanda Adkins,Democrat,Republican
71,2.37,26.76,3,"[9.86, 21.41, 26.34]",0,[],0,[],0,[],0,[],00556,sharicedavids,Amanda Adkins,Democrat,Republican
73,2.43,21.64,1,[5.75],0,[],0,[],2,"[7.4, 16.85]",0,[],00557,sharicedavids,Amanda Adkins,Democrat,Republican
73,2.43,21.78,0,[],0,[],0,[],0,[],0,[],00558,sharicedavids,Amanda Adkins,Democrat,Republican
77,2.57,23.38,1,[22.73],0,[],0,[],0,[],0,[],00559,cindyaxne,Zach Nunn,Democrat,Republican
80,2.67,22.12,1,[21.75],3,"[4.88, 11.62, 17.25]",0,[],0,[],0,[],00560,cindyaxne,Zach Nunn,Democrat,Republican
81,2.7,23.33,2,"[4.44, 22.96]",0,[],0,[],0,[],0,[],00561,cindyaxne,Zach Nunn,Democrat,Republican
76,2.53,22.37,1,[3.95],0,[],0,[],0,[],0,[],00562,christysmith,Mike Garcia,Democrat,Republican
59,1.97,27.12,1,[25.42],3,"[0.0, 13.56, 22.03]",0,[],0,[],0,[],00563,christysmith,Mike Garcia,Democrat,Republican
54,1.8,25.56,1,[24.44],4,"[0.0, 2.78, 12.78, 22.22]",0,[],0,[],0,[],00564,christysmith,Mike Garcia,Democrat,Republican
90,3.0,27.0,3,"[3.67, 23.0, 25.67]",0,[],0,[],0,[],0,[],00570,karolineleavitt,Chris Pappas,Republican,Democrat
69,2.3,20.0,0,[],1,[11.3],0,[],0,[],1,[6.96],00571,karolineleavitt,Chris Pappas,Republican,Democrat
67,2.23,22.69,1,[5.82],0,[],0,[],0,[],0,[],00574,marypeltola,Sarah Palin,Democrat,Republican
77,2.57,23.38,3,"[0.39, 17.14, 22.73]",0,[],0,[],0,[],0,[],00576,cindyaxne,Zach Nunn,Democrat,Republican
73,2.43,,2,"[8.22, 24.66]",2,"[5.89, 12.33]",0,[],0,[],0,[],00577,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
68,2.27,26.91,5,"[4.41, 8.38, 15.44, 18.53, 25.59]",0,[],0,[],0,[],0,[],00579,ashleyhinson,Liz Mathis,Republican,Democrat
89,2.97,2.7,1,[0.34],6,"[3.37, 8.99, 13.48, 18.31, 23.82, 25.62]",0,[],0,[],0,[],00580,ashleyhinson,Liz Mathis,Republican,Democrat
89,2.97,25.62,5,"[14.61, 18.65, 21.35, 23.37, 25.28]",0,[],0,[],0,[],0,[],00581,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
73,2.43,26.03,2,"[10.68, 24.66]",1,[9.86],0,[],0,[],0,[],00582,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
71,2.37,1.69,3,"[0.42, 16.9, 19.72]",0,[],0,[],0,[],0,[],00583,ashleyhinson,Liz Mathis,Republican,Democrat
72,2.4,20.83,1,[20.42],0,[],0,[],0,[],0,[],00584,lizmathis,Ashley Hinson,Democrat,Republican
72,2.4,1.25,1,[0.42],3,"[2.92, 5.0, 29.58]",0,[],0,[],0,[],00585,cindyaxne,Zach Nunn,Democrat,Republican
76,2.53,1.58,1,[0.39],3,"[11.84, 14.21, 26.84]",0,[],0,[],0,[],00586,cindyaxne,Zach Nunn,Democrat,Republican
82,2.73,23.17,1,[22.8],0,[],0,[],0,[],0,[],00587,cindyaxne,Zach Nunn,Democrat,Republican
62,2.07,22.58,2,"[0.0, 21.29]",0,[],0,[],0,[],0,[],00588,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
71,2.37,19.15,2,"[8.87, 18.73]",0,[],0,[],0,[],0,[],00589,christinabohannan,Mariannette Miller-Meeks,Democrat,Republican
72,2.4,20.83,1,[20.42],0,[],0,[],1,[12.92],0,[],00591,lizmathis,Ashley Hinson,Democrat,Republican
74,2.47,25.41,2,"[4.05, 25.0]",0,[],0,[],0,[],0,[],00594,cindyaxne,David Young,Democrat,Republican
84,2.8,23.57,3,"[5.36, 23.21, 28.57]",0,[],0,[],0,[],0,[],00595,cindyaxne,David Young,Democrat,Republican
78,2.6,21.92,1,[20.77],2,"[1.54, 3.85]",0,[],1,[7.69],0,[],00596,cindyaxne,David Young,Democrat,Republican
84,2.8,1.43,1,[0.36],3,"[11.07, 18.57, 25.71]",0,[],0,[],0,[],00597,cindyaxne,David Young,Democrat,Republican
95,3.17,27.37,4,"[17.05, 18.95, 25.89, 27.37]",0,[],0,[],0,[],0,[],00598,cindyaxne,David Young,Democrat,Republican
77,2.57,23.77,1,[18.83],2,"[4.68, 7.4]",0,[],0,[],0,[],00599,cindyaxne,David Young,Democrat,Republican
79,2.63,22.78,1,[21.9],2,"[3.42, 10.38]",0,[],1,[8.86],0,[],00600,cindyaxne,David Young,Democrat,Republican
93,3.1,22.58,4,"[5.81, 7.74, 11.29, 16.77]",0,[],0,[],0,[],0,[],00601,cindyaxne,David Young,Democrat,Republican
95,3.17,22.74,2,"[16.74, 22.42]",1,[7.58],0,[],0,[],0,[],00602,cindyaxne,David Young,Democrat,Republican
92,3.067,24.13,4,"[4.89, 6.52, 11.41, 24.13]",0,[],0,[],0,[],0,[],00603,cindyaxne,David Young,Democrat,Republican
77,2.567,22.857,1,[11.688],1,[0.779],0,[],0,[],0,[],00604,cindyaxne,David Young,Democrat,Republican
83,2.77,24.46,4,"[4.34, 5.78, 14.82, 22.65]",0,[],0,[],0,[],0,[],00605,cindyaxne,David Young,Democrat,Republican
68,2.27,26.47,2,"[10.59, 25.0]",1,[0.88],0,[],0,[],0,[],00606,mariannettemillermeeks,Rita Hart,Republican,Democrat
73,2.43,27.4,1,[26.03],4,"[7.4, 12.33, 17.26, 21.64]",0,[],4,"[2.47, 11.51, 16.44, 17.67]",0,[],00607,mariannettemillermeeks,Rita Hart,Republican,Democrat
73,2.43,27.4,2,"[0.41, 26.03]",0,[],0,[],0,[],0,[],00608,mariannettemillermeeks,Rita Hart,Republican,Democrat
70,2.33,25.71,3,"[3.86, 12.0, 24.43]",0,[],0,[],0,[],0,[],00609,mariannettemillermeeks,Rita Hart,Republican,Democrat
73,2.43,19.18,2,"[1.23, 18.36]",0,[],0,[],1,[14.25],0,[],00610,ritahart,Mariannette Miller-Meeks,Democrat,Republican
64,2.133,23.91,1,[22.5],0,[],0,[],0,[],0,[],00611,ritahart,Mariannette Miller-Meeks,Democrat,Republican
81,2.7,23.7,3,"[5.2, 11.1, 23.0]",0,[],0,[],3,"[1.1, 1.9, 12.6]",0,[],00613,ritahart,Mariannette Miller-Meeks,Democrat,Republican
89,2.97,25.62,4,"[4.04, 16.85, 22.47, 25.62]",0,[],0,[],1,[21.35],0,[],00614,ritahart,Mariannette Miller-Meeks,Democrat,Republican
16,0.53,,0,[],0,[],0,[],0,[],0,[],00615,ritahart,Mariannette Miller-Meeks,Democrat,Republican
78,2.6,23.08,3,"[1.15, 4.62, 22.31]",0,[],0,[],0,[],0,[],00617,ritahart,Mariannette Miller-Meeks,Democrat,Republican
64,2.133,15.47,2,"[0.94, 15.0]",0,[],1,[5.16],1,[4.22],0,[],00619,ritahart,Mariannette Miller-Meeks,Democrat,Republican
59,1.97,26.95,3,"[13.56, 18.31, 25.42]",0,[],0,[],0,[],0,[],00621,ashleyhinson,Abby Finkenauer,Republican,Democrat
72,2.4,23.33,2,"[22.92, 26.67]",0,[],0,[],0,[],0,[],00622,ashleyhinson,Abby Finkenauer,Republican,Democrat
66,2.2,25.0,1,[21.36],4,"[0.0, 4.09, 12.27, 16.82]",0,[],0,[],0,[],00623,ashleyhinson,Abby Finkenauer,Republican,Democrat
78,2.6,26.54,2,"[23.46, 25.0]",0,[],0,[],0,[],0,[],00624,ashleyhinson,Abby Finkenauer,Republican,Democrat
67,2.23,29.4,2,"[16.2, 29.4]",2,"[4.5, 24.3]",0,[],0,[],0,[],00625,ashleyhinson,Abby Finkenauer,Republican,Democrat
66,2.2,28.64,3,"[13.64, 20.91, 27.73]",0,[],0,[],0,[],0,[],00626,ashleyhinson,Abby Finkenauer,Republican,Democrat
72,2.4,22.5,2,"[15.0, 21.25]",0,[],0,[],0,[],0,[],00627,ashleyhinson,Abby Finkenauer,Republican,Democrat
76,2.53,17.11,0,[],0,[],0,[],0,[],0,[],00628,ashleyhinson,Abby Finkenauer,Republican,Democrat
56,1.87,25.71,1,[23.57],0,[],0,[],0,[],0,[],00629,ashleyhinson,Abby Finkenauer,Republican,Democrat
64,2.133,25.3125,3,"[0.0, 7.03125, 25.3125]",0,[],0,[],0,[],0,[],00630,ashleyhinson,Abby Finkenauer,Republican,Democrat
68,2.27,22.06,1,[21.18],0,[],0,[],0,[],0,[],00631,abbyfinkenauer,Ashley Hinson,Democrat,Republican
75,2.5,28.8,3,"[20.4, 24.0, 28.0]",2,"[7.2, 10.8]",0,[],0,[],0,[],00632,abbyfinkenauer,Ashley Hinson,Democrat,Republican
63,2.1,24.76,1,[23.33],0,[],0,[],0,[],0,[],00633,abbyfinkenauer,Ashley Hinson,Democrat,Republican
78,2.6,22.31,1,[21.54],0,[],0,[],0,[],0,[],00634,abbyfinkenauer,Ashley Hinson,Democrat,Republican
77,2.57,19.48,3,"[0.0, 16.88, 19.09]",0,[],1,[3.12],1,[3.51],0,[],00635,abbyfinkenauer,Ashley Hinson,Democrat,Republican
66,2.2,27.27,1,[26.36],0,[],0,[],0,[],0,[],00636,abbyfinkenauer,Ashley Hinson,Democrat,Republican
79,2.63,22.78,2,"[15.57, 21.9]",1,[10.63],0,[],0,[],0,[],00637,abbyfinkenauer,Ashley Hinson,Democrat,Republican
85,2.83,28.24,3,"[16.59, 23.29, 28.24]",0,[],0,[],0,[],0,[],00638,abbyfinkenauer,Ashley Hinson,Democrat,Republican
78,2.6,21.54,1,[20.77],0,[],0,[],0,[],0,[],00639,abbyfinkenauer,Ashley Hinson,Democrat,Republican
72,2.4,26.25,1,[24.58],0,[],0,[],0,[],0,[],00640,abbyfinkenauer,Ashley Hinson,Democrat,Republican
84,2.8,20.71,1,[20.0],0,[],0,[],0,[],0,[],00641,abbyfinkenauer,Ashley Hinson,Democrat,Republican
77,2.57,1.56,1,[0.39],0,[],0,[],1,[15.58],0,[],00642,abbyfinkenauer,Ashley Hinson,Democrat,Republican
69,2.3,26.09,1,[23.48],0,[],0,[],0,[],0,[],00643,abbyfinkenauer,Ashley Hinson,Democrat,Republican
52,1.73,25.77,1,[22.69],0,[],0,[],0,[],0,[],00645,mariannewilliamson,Ted Lieu,Democrat,Republican
88,2.93,,0,[],0,[],0,[],0,[],0,[],00646,mariannewilliamson,Ted Lieu,Democrat,Republican
64,2.13,,2,"[21.56, 26.72]",0,[],0,[],0,[],0,[],00647,mariannewilliamson,Ted Lieu,Democrat,Republican
51,1.7,,2,"[4.71, 25.29]",0,[],0,[],0,[],0,[],00648,mariannewilliamson,Ted Lieu,Democrat,Republican
89,2.97,26.07,3,"[17.42, 22.02, 25.73]",0,[],0,[],2,"[4.72, 20.0]",0,[],00649,abigailspanberger,Dave Brat,Democrat,Republican
68,2.27,20.29,1,[12.65],0,[],0,[],0,[],0,[],00650,abigailspanberger,Dave Brat,Democrat,Republican
77,2.567,23.377,1,[22.597],0,[],0,[],0,[],0,[],00651,elaineluria,,Democrat,Republican
77,2.57,27.27,3,"[10.78, 20.26, 26.23]",0,[],2,"[9.74, 23.38]",1,[1.17],0,[],00653,elaineluria,,Democrat,Republican
60,2.0,7.5,1,[1.0],0,[],0,[],0,[],0,[],00654,elaineluria,,Democrat,Republican
72,2.4,22.5,1,[0.83],0,[],0,[],0,[],0,[],00655,elaineluria,,Democrat,Republican
71,2.367,26.62,1,[25.35],0,[],0,[],0,[],0,[],00656,elaineluria,,Democrat,Republican
77,2.57,25.58,1,[0.78],0,[],1,[18.83],1,[19.22],0,[],00657,elaineluria,,Democrat,Republican
72,2.4,27.5,6,"[2.5, 5.42, 11.25, 16.25, 18.75, 26.25]",0,[],0,[],0,[],0,[],00658,elaineluria,,Democrat,Republican
71,2.37,28.17,2,"[2.11, 26.76]",0,[],0,[],0,[],0,[],00659,elaineluria,,Democrat,Republican
70,2.33,25.71,3,"[5.14, 24.0, 25.29]",0,[],0,[],0,[],0,[],00660,elaineluria,,Democrat,Republican
72,2.4,25.83,2,"[0.0, 25.42]",0,[],0,[],0,[],0,[],00661,susanwild,Marty Nothstein,Democrat,Republican
81,2.7,26.67,4,"[8.89, 11.85, 15.56, 26.67]",0,[],0,[],0,[],0,[],00662,susanwild,Marty Nothstein,Democrat,Republican
77,2.57,19.22,1,[18.83],0,[],0,[],0,[],0,[],00663,susanwild,Marty Nothstein,Democrat,Republican
71,2.37,18.73,1,[0.85],0,[],0,[],0,[],0,[],00664,chrissyhoulahan,Greg McCauley,Democrat,Republican
77,2.57,23.38,1,[22.73],0,[],0,[],0,[],0,[],00665,chrissyhoulahan,Greg McCauley,Democrat,Republican
79,2.63,22.78,1,[0.76],0,[],0,[],0,[],0,[],00666,abigailspanberger,Dave Brat,Democrat,Republican
74,2.47,27.03,3,"[18.11, 24.32, 25.41]",0,[],0,[],1,[2.43],0,[],00667,abigailspanberger,Dave Brat,Democrat,Republican
84,2.8,26.79,1,[20.36],0,[],0,[],2,"[3.93, 24.64]",0,[],00668,abigailspanberger,Dave Brat,Democrat,Republican
70,2.33,28.29,1,[7.71],0,[],0,[],0,[],0,[],00669,abigailspanberger,Dave Brat,Democrat,Republican
86,2.87,1.74,2,"[0.35, 26.74]",2,"[17.09, 22.09]",0,[],0,[],0,[],00670,abigailspanberger,Dave Brat,Democrat,Republican
71,2.37,28.59,1,[0.42],0,[],0,[],0,[],0,[],00671,abigailspanberger,Dave Brat,Democrat,Republican
69,2.3,18.26,1,[0.87],0,[],0,[],0,[],0,[],00672,abigailspanberger,Dave Brat,Democrat,Republican
78,2.6,1.15,4,"[0.38, 2.31, 15.77, 20.77]",1,[18.46],0,[],0,[],0,[],00673,abigailspanberger,Dave Brat,Democrat,Republican
80,2.67,26.625,1,[19.125],0,[],0,[],0,[],0,[],00674,abigailspanberger,Dave Brat,Democrat,Republican
74,2.47,18.65,1,[17.84],1,[16.22],0,[],0,[],0,[],00675,abigailspanberger,Dave Brat,Democrat,Republican
76,2.53,21.84,1,[21.05],0,[],0,[],0,[],0,[],00676,abigailspanberger,Dave Brat,Democrat,Republican
69,2.3,21.74,3,"[2.61, 10.43, 20.87]",1,[6.96],0,[],0,[],1,[8.7],00677,jenniferwexton,Barbara Comstock,Democrat,Republican
68,2.267,25.59,3,"[19.71, 23.82, 25.15]",2,"[0.0, 19.71]",0,[],0,[],4,"[3.53, 5.29, 16.76, 18.82]",00678,jenniferwexton,Barbara Comstock,Democrat,Republican
78,2.6,22.69,1,[0.77],0,[],0,[],0,[],1,[20.77],00679,jenniferwexton,Barbara Comstock,Democrat,Republican
73,2.43,21.64,6,"[1.23, 4.93, 6.99, 9.86, 16.44, 21.64]",0,[],1,[17.81],1,[19.18],0,[],00680,lizziepannillfletcher,John Culberson,Democrat,Republican
71,2.37,18.73,1,[0.42],1,[2.11],1,[16.62],1,[15.49],0,[],00681,lizziepannillfletcher,John Culberson,Democrat,Republican
89,2.97,1.69,1,[0.34],3,"[7.87, 19.1, 24.04]",0,[],0,[],0,[],00682,lizziepannillfletcher,John Culberson,Democrat,Republican
84,2.8,21.43,1,[20.36],3,"[4.29, 6.43, 11.43]",0,[],0,[],0,[],00683,lizziepannillfletcher,John Culberson,Democrat,Republican
84,2.8,16.79,1,[16.07],2,"[3.57, 5.0]",0,[],0,[],0,[],00684,lizziepannillfletcher,John Culberson,Democrat,Republican
60,2.0,28.5,4,"[13.5, 22.5, 25.5, 28.0]",0,[],0,[],0,[],0,[],00685,jaimeherrerabeutler,Erick Coda,Republican,Democrat
79,2.63,26.58,3,"[15.19, 18.99, 26.58]",0,[],0,[],0,[],0,[],00686,cathymcmorrisrodgers,Lisa Brown,Republican,Democrat
93,3.1,27.42,1,[26.77],0,[],0,[],0,[],0,[],00688,kimschrier,Dino Rossi,Democrat,Republican
85,2.83,23.18,1,[22.24],0,[],0,[],0,[],0,[],00689,kimschrier,Dino Rossi,Democrat,Republican
76,2.53,22.89,1,[22.11],0,[],0,[],0,[],0,[],00690,kimschrier,Dino Rossi,Democrat,Republican
71,2.37,2.54,0,[],3,"[7.04, 16.62, 25.35]",0,[],0,[],4,"[8.87, 12.68, 14.65, 23.38]",00691,carolmiller,Richard Ojeda,Republican,Democrat
88,2.93,24.32,3,"[0.34, 16.36, 24.66]",3,"[17.73, 19.09, 19.77]",0,[],0,[],0,[],00692,carolmiller,Richard Ojeda,Republican,Democrat
122,4.07,28.69,1,[28.2],1,[0.0],0,[],0,[],0,[],00693,carolmiller,Richard Ojeda,Republican,Democrat
73,2.43,1.64,4,"[2.88, 12.33, 16.44, 19.73]",3,"[26.03, 28.77, 35.34]",0,[],0,[],3,"[8.22, 15.62, 27.4]",00694,carolmiller,Richard Ojeda,Republican,Democrat
54,1.8,26.67,4,"[5.56, 11.11, 16.11, 22.22]",0,[],0,[],0,[],0,[],00695,susielee,Danny Tarkanian,Democrat,Republican
64,2.13,17.81,2,"[15.47, 28.13]",0,[],0,[],0,[],0,[],00696,susielee,Danny Tarkanian,Democrat,Republican
77,2.57,21.95,1,[20.78],0,[],1,[16.88],1,[16.23],0,[],00697,xochitltorressmall,Yvette Herrell,Democrat,Republican
69,2.3,26.09,1,[23.48],0,[],0,[],0,[],0,[],00699,xochitltorressmall,Yvette Herrell,Democrat,Republican
80,2.67,1.5,3,"[0.375, 16.5, 24.0]",1,[11.625],1,[20.625],7,"[5.625, 6.0, 7.5, 19.875, 26.625, 27.0, 27.375]",0,[],00700,xochitltorressmall,Yvette Herrell,Democrat,Republican
62,2.067,28.71,2,"[4.35, 27.1]",0,[],0,[],0,[],0,[],00701,xochitltorressmall,Yvette Herrell,Democrat,Republican
78,2.6,23.85,0,[],0,[],1,[3.46],1,[4.23],0,[],00702,xochitltorressmall,Yvette Herrell,Democrat,Republican
75,2.5,28.8,3,"[16.0, 21.6, 28.0]",2,"[2.4, 6.4]",1,[12.8],3,"[4.8, 12.0, 26.4]",0,[],00703,xochitltorressmall,Yvette Herrell,Democrat,Republican
56,1.87,25.71,1,[25.18],0,[],0,[],0,[],0,[],00704,xochitltorressmall,Yvette Herrell,Democrat,Republican
67,2.23,26.27,1,[11.64],0,[],0,[],0,[],0,[],00705,xochitltorressmall,Yvette Herrell,Democrat,Republican
84,2.8,23.57,2,"[5.36, 22.14]",0,[],0,[],0,[],0,[],00706,xochitltorressmall,Yvette Herrell,Democrat,Republican
59,1.97,27.12,4,"[3.05, 11.02, 22.71, 25.42]",0,[],0,[],0,[],0,[],00707,annwagner,Cort VanOstran,Republican,Democrat
64,2.13,28.13,4,"[6.09, 11.25, 14.53, 26.72]",0,[],0,[],0,[],0,[],00708,annwagner,Cort VanOstran,Republican,Democrat
75,2.5,21.2,1,[20.0],2,"[16.8, 28.0]",1,[11.2],1,[12.0],0,[],00709,mikiesherrill,Jay Webber,Democrat,Republican
63,2.1,2.86,1,[0.48],4,"[2.86, 7.62, 15.71, 24.76]",0,[],0,[],0,[],00710,mikiesherrill,Jay Webber,Democrat,Republican
74,2.47,17.03,1,[16.62],0,[],0,[],0,[],0,[],00711,angiecraig,Jason Lewis,Democrat,Republican
73,2.43,21.64,3,"[4.11, 21.23, 24.66]",1,[0.41],0,[],0,[],0,[],00712,angiecraig,Jason Lewis,Democrat,Republican
65,2.17,26.31,2,"[6.92, 25.85]",1,[7.38],0,[],0,[],0,[],00713,angiecraig,Jason Lewis,Democrat,Republican
74,2.47,28.38,2,"[6.49, 27.57]",1,[4.05],0,[],0,[],0,[],00714,angiecraig,Jason Lewis,Democrat,Republican
76,2.53,22.37,2,"[0.0, 21.84]",1,[4.74],0,[],0,[],0,[],00715,angiecraig,Jason Lewis,Democrat,Republican
88,2.93,19.66,1,[8.52],0,[],0,[],0,[],0,[],00716,haleystevens,Lena Epstein,Democrat,Republican
67,2.23,19.1,1,[4.48],0,[],0,[],0,[],0,[],00717,haleystevens,Lena Epstein,Democrat,Republican
98,3.267,19.592,1,[0.612],0,[],0,[],0,[],0,[],00718,haleystevens,Lena Epstein,Democrat,Republican
78,2.6,23.08,1,[0.77],0,[],0,[],0,[],0,[],00719,elissaslotkin,Mike Bishop,Democrat,Republican
72,2.4,20.83,2,"[0.42, 19.58]",1,[15.0],0,[],0,[],0,[],00720,sharicedavids,Kevin Yoder,Democrat,Republican
79,2.63,22.53,1,[21.52],0,[],0,[],0,[],0,[],00721,sharicedavids,Kevin Yoder,Democrat,Republican
87,2.9,25.17,3,"[17.59, 23.45, 24.48]",1,[5.52],0,[],0,[],0,[],00722,sharicedavids,Kevin Yoder,Democrat,Republican
81,2.7,23.33,1,[22.59],4,"[1.48, 4.81, 18.89, 25.56]",0,[],0,[],0,[],00723,sharicedavids,Kevin Yoder,Democrat,Republican
82,2.73,1.83,1,[0.37],4,"[3.29, 13.17, 16.46, 23.9]",0,[],0,[],0,[],00724,jackiewalorski,Mel Hall,Republican,Democrat
67,2.23,20.3,4,"[0.0, 8.06, 13.43, 20.3]",0,[],0,[],0,[],0,[],00725,jackiewalorski,Mel Hall,Republican,Democrat
69,2.3,1.74,1,[0.43],4,"[3.48, 5.22, 14.78, 26.96]",0,[],0,[],0,[],00726,jackiewalorski,Mel Hall,Republican,Democrat
77,2.567,20.779,4,"[5.844, 9.351, 13.247, 20.779]",0,[],0,[],0,[],0,[],00727,jackiewalorski,Mel Hall,Republican,Democrat
67,2.23,2.69,1,[0.45],4,"[3.58, 10.75, 24.63, 26.57]",0,[],0,[],0,[],00728,jackiewalorski,Mel Hall,Republican,Democrat
70,2.33,1.71,0,[],2,"[19.71, 25.71]",0,[],0,[],0,[],00729,jackiewalorski,Mel Hall,Republican,Democrat
74,2.47,20.81,2,"[0.0, 20.54]",2,"[11.62, 16.62]",0,[],0,[],0,[],00730,jackiewalorski,Mel Hall,Republican,Democrat
69,2.3,26.09,1,[24.35],1,[4.78],0,[],0,[],0,[],00731,laurenunderwood,Randy Hultgren,Democrat,Republican
81,2.7,24.44,2,"[19.63, 24.07]",1,[2.96],1,[11.48],1,[11.11],0,[],00732,laurenunderwood,Randy Hultgren,Democrat,Republican
81,2.7,22.59,3,"[12.96, 16.3, 22.22]",2,"[1.11, 9.26]",0,[],0,[],0,[],00734,cindyaxne,David Young,Democrat,Republican
97,3.23,25.77,4,"[2.16, 4.02, 10.31, 24.02]",0,[],0,[],0,[],0,[],00735,cindyaxne,David Young,Democrat,Republican
82,2.73,1.46,1,[0.37],3,"[7.32, 21.95, 26.83]",0,[],1,[8.54],0,[],00736,cindyaxne,David Young,Democrat,Republican
81,2.7,22.59,1,[21.85],1,[7.04],0,[],0,[],0,[],00737,cindyaxne,David Young,Democrat,Republican
99,3.3,27.27,1,[26.36],0,[],0,[],0,[],0,[],00738,cindyaxne,David Young,Democrat,Republican
80,2.67,22.5,1,[21.75],3,"[4.5, 11.25, 18.75]",0,[],0,[],0,[],00739,cindyaxne,David Young,Democrat,Republican
79,2.63,22.78,1,[22.03],1,[7.59],0,[],0,[],0,[],00740,cindyaxne,David Young,Democrat,Republican
90,3.0,26.0,4,"[5.0, 7.33, 19.0, 24.67]",1,[1.0],0,[],0,[],0,[],00741,cindyaxne,David Young,Democrat,Republican
88,2.93,1.36,1,[0.34],5,"[7.95, 11.59, 15.23, 20.45, 23.18]",0,[],0,[],0,[],00742,lucymcbath,Karen Handel,Democrat,Republican
67,2.233333333333333,26.865671641791046,1,[25.970149253731343],3,"[3.582089552238806, 10.746268656716419, 25.074626865671643]",0,[],0,[],0,[],00743,lucymcbath,Karen Handel,Democrat,Republican
70,2.33,25.71,1,[24.43],0,[],0,[],0,[],0,[],00744,abbyfinkenauer,Rod Blum,Democrat,Republican
64,2.133,28.125,1,[26.25],2,"[10.31, 16.41]",0,[],0,[],0,[],00745,lucymcbath,Karen Handel,Democrat,Republican
72,2.4,1.25,1,[0.42],2,"[4.17, 22.5]",0,[],0,[],0,[],00746,abbyfinkenauer,Rod Blum,Democrat,Republican
83,2.77,27.71,1,[26.75],0,[],0,[],0,[],0,[],00747,abbyfinkenauer,Rod Blum,Democrat,Republican
94,3.133,27.66,5,"[4.26, 10.96, 22.34, 24.68, 27.02]",3,"[15.96, 17.45, 19.15]",0,[],1,[19.79],0,[],00748,abbyfinkenauer,Rod Blum,Democrat,Republican
70,2.33,25.71,1,[24.86],1,[14.57],0,[],0,[],0,[],00749,abbyfinkenauer,Rod Blum,Democrat,Republican
71,2.37,25.35,1,[24.51],0,[],0,[],0,[],0,[],00750,abbyfinkenauer,Rod Blum,Democrat,Republican
70,2.33,25.71,1,[24.86],0,[],0,[],0,[],0,[],00751,lucymcbath,Karen Handel,Democrat,Republican
73,2.43,,9,"[4.93, 6.58, 8.22, 13.97, 19.73, 20.96, 21.78, 23.84, 26.71]",0,[],0,[],0,[],1,[2.47],00752,donnashalala,Maria Elvira Salazar,Democrat,Republican
75,2.5,,0,[],0,[],0,[],0,[],0,[],00753,donnashalala,Maria Elvira Salazar,Democrat,Republican
64,2.133333333333333,,3,"[21.5625, 23.4375, 26.71875]",2,"[0.0, 17.8125]",0,[],0,[],7,"[2.8125, 4.21875, 5.625, 8.4375, 17.8125, 19.21875, 24.375]",00754,donnashalala,Maria Elvira Salazar,Democrat,Republican
66,2.2,27.27,3,"[18.18, 20.45, 27.27]",1,[0.0],0,[],0,[],3,"[1.82, 4.09, 7.27]",00755,donnashalala,Maria Elvira Salazar,Democrat,Republican
60,2.0,24.0,1,[21.5],0,[],0,[],0,[],0,[],00756,debbiemucarselpowell,Carlos Curbelo,Democrat,Republican
71,2.37,28.73,1,[25.92],1,[11.27],1,[3.38],1,[12.68],0,[],00757,debbiemucarselpowell,Carlos Curbelo,Democrat,Republican
12,0.4,7.5,1,[2.5],0,[],0,[],0,[],0,[],00758,debbiemucarselpowell,Carlos Curbelo,Democrat,Republican
78,2.6,,0,[],0,[],0,[],0,[],0,[],00759,debbiemucarselpowell,Carlos Curbelo,Democrat,Republican
77,2.57,,0,[],0,[],0,[],0,[],0,[],00760,debbiemucarselpowell,Carlos Curbelo,Democrat,Republican
